razon,id,fecha,primera_vez,primer_id,nombre_proyecto,url
TITULO_CROSS_URL,BOLR-20250509-0,20250509,-,-,Parque Fotovoltaico Najerilla Solar POT 1 MW,https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=40473173-1-PDF-577396-X
TITULO_DUPLICADO_SIN_URL,BOA20250512032,20250512,20250422,BOA20250422036,Planta De Biometano Y Biofertilizantes Esquedas,
TITULO_CROSS_URL,BOLR-20250512-0,20250512,-,-,Parque Fotovoltaico Najerilla Solar POT 1 MW,https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=40473173-1-PDF-577396-X
TITULO_DUPLICADO_SIN_URL,BOA20250513018,20250513,20250429,BOA20250429024,SET Cleo 220/30 kV con Líneas de Evacuación,
TITULO_DUPLICADO_SIN_URL,BOA20250513019,20250513,20250403,BOA20250403039,Parque Eólico PE Circonio,
TITULO_DUPLICADO_SIN_URL,BOA20250513020,20250513,20250403,BOA20250403039,Parque Eólico PE Elin,
TITULO_DUPLICADO_SIN_URL,BOA20250513021,20250513,20250403,BOA20250403039,Parque Eólico PE Lars,
TITULO_DUPLICADO_SIN_URL,BOA20250513022,20250513,20250403,BOA20250403039,SET Vadillo 220/30 kV y LAT de Evacuación,
TITULO_DUPLICADO_SIN_URL,BOA20250513033,20250513,20250414,BOA20250414035,Planta Fotovoltaica Autoconsumo Binéfar,
TITULO_DUPLICADO_SIN_URL,BOA20250513039,20250513,20250414,BOA20250414035,Parque Fotovoltaico Zon,
TITULO_CROSS_URL,BOLR-20250513-0,20250513,-,-,Parque Fotovoltaico Najerilla Solar POT 1 MW,https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=40473173-1-PDF-577396-X
TITULO_DUPLICADO_SIN_URL,BOA20250514022,20250514,20250401,BOA20250401034,Parque Fotovoltaico Fuente Vieja I,
