fecha,distribuidora,provincia,municipio,subestacion,tension_kv,disponible_neta,ccaa
2026-01-01,Endesa,Granada,Alhama de Granada,ALHAMA,66.0,0.0,
2026-02-01,Endesa,Granada,Alhama de Granada,ALHAMA,66.0,0.0,
2026-03-01,Endesa,Granada,Alhama de Granada,ALHAMA,66.0,0.0,
2026-05-01,Endesa,Granada,Alhama de Granada,ALHAMA,66.0,0.0,
2025-10-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,10.0,
2025-11-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,10.0,
2025-12-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,10.33,
2026-01-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,10.25,
2026-02-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,10.25,
2026-03-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,9.93,
2026-05-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,20.0,9.87,
2025-10-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,84.7,
2025-11-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,84.7,
2025-12-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,17.49,
2026-01-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,16.25,
2026-02-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,16.25,
2026-03-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,81.84,
2026-05-01,Endesa,Málaga,Alhaurín de la Torre,ALHAURIN,66.0,46.6,
2025-10-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2025-11-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2025-12-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2026-01-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2026-02-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2026-03-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2026-05-01,Endesa,Teruel,Aliaga,ALIAGA,20.0,0.0,
2025-10-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2025-11-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2025-12-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2026-01-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2026-02-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2026-03-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2026-05-01,Endesa,Teruel,Aliaga,ALIAGA,45.0,0.0,
2025-10-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2025-11-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2025-12-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2026-01-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2026-02-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2026-03-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2026-05-01,Endesa,Teruel,Aliaga,ALIAGA,132.0,0.0,
2025-10-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2025-11-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2025-12-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2026-01-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2026-02-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2026-03-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2026-05-01,Endesa,Cádiz,Jerez de la Frontera,ALIJAR,66.0,0.0,
2025-10-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,0.0,
2025-11-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,0.0,
2025-12-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,12.77,
2026-01-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,12.77,
2026-02-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,12.77,
2026-03-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,13.0,
2026-05-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,15.0,0.0,
2025-10-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,0.0,
2025-11-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,0.0,
2025-12-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,12.77,
2026-01-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,12.77,
2026-02-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,12.77,
2026-03-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,13.0,
2026-05-01,Endesa,Sevilla,Bollullos de la Mitación,ALJARAFE,66.0,0.0,
2025-10-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2025-11-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2025-12-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2026-01-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2026-02-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2026-03-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2026-05-01,Endesa,Lleida,Almatret,ALMATRET,25.0,0.0,
2025-10-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2025-11-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2025-12-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2026-01-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2026-02-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2026-03-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2026-05-01,Endesa,Soria,Almazán,ALMAZAN,15.0,0.0,
2025-10-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2025-11-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2025-12-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2026-01-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2026-02-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2026-03-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2026-05-01,Endesa,Soria,Almazán,ALMAZAN,45.0,0.0,
2025-10-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2025-11-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2025-12-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2026-01-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2026-02-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2026-03-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2026-05-01,Endesa,Soria,Almazán,ALMAZAN,132.0,0.0,
2025-10-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2025-11-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2025-12-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2026-01-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2026-02-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2026-03-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2026-05-01,Endesa,Badajoz,Almendralejo,ALMENDRA,15.0,0.0,
2025-10-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2025-11-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2025-12-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2026-01-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2026-02-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2026-03-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2026-05-01,Endesa,Badajoz,Almendralejo,ALMENDRA,66.0,0.0,
2025-10-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2025-11-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2025-12-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2026-01-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2026-02-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2026-03-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2026-05-01,Endesa,Huelva,Almonte,ALMONTE,15.0,0.0,
2025-10-01,Endesa,Huelva,Almonte,ALMONTE,66.0,-13.4,
2025-11-01,Endesa,Huelva,Almonte,ALMONTE,66.0,-13.4,
2025-12-01,Endesa,Huelva,Almonte,ALMONTE,66.0,-13.35,
2026-01-01,Endesa,Huelva,Almonte,ALMONTE,66.0,-13.35,
2026-02-01,Endesa,Huelva,Almonte,ALMONTE,66.0,-13.35,
2026-03-01,Endesa,Huelva,Almonte,ALMONTE,66.0,-13.35,
2026-05-01,Endesa,Huelva,Almonte,ALMONTE,66.0,0.0,
2025-10-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2025-11-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2025-12-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2026-01-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2026-02-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2026-03-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2026-05-01,Endesa,Huesca,Almudévar,ALMUDEVAR,15.0,0.0,
2025-10-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2025-11-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2025-12-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2026-01-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2026-02-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2026-03-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2026-05-01,Endesa,Huesca,Almudévar,ALMUDEVAR,45.0,0.0,
2025-10-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,0.0,
2025-11-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,0.0,
2025-12-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,-0.1,
2026-01-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,0.0,
2026-02-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,0.0,
2026-03-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,0.0,
2026-05-01,Endesa,Granada,Almuñécar,ALMUNECA,20.0,0.0,
2025-10-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2025-11-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2025-12-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2026-01-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2026-02-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2026-03-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2026-05-01,Endesa,Granada,Almuñécar,ALMUNECA,66.0,0.0,
2025-10-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2025-11-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2025-12-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2026-01-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2026-02-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2026-03-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2026-05-01,Endesa,Huelva,Huelva,ALQUERIA,15.0,0.0,
2025-10-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2025-11-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2025-12-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2026-01-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2026-02-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2026-03-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2026-05-01,Endesa,Huelva,Huelva,ALQUERIA,66.0,0.0,
2025-10-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,15.4,
2025-11-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,15.4,
2025-12-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,20.36,
2026-01-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,20.35,
2026-02-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,20.35,
2026-03-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,20.76,
2026-05-01,Endesa,Tarragona,Altafulla,ALTAFULLA,25.0,20.64,
2025-10-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,56.7,
2025-11-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,56.7,
2025-12-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,61.14,
2026-01-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,66.37,
2026-02-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,66.37,
2026-03-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,62.4,
2026-05-01,Endesa,Tarragona,Altafulla,ALTAFULLA,110.0,62.26,
2025-10-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2025-11-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2025-12-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2026-01-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2026-02-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2026-03-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2026-05-01,Endesa,Huesca,Altorricón,ALTORRICON,66.0,0.0,
2025-10-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2025-11-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2025-12-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2026-01-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2026-02-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2026-03-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2026-05-01,Endesa,Soria,Cubo de la Solana,ALTOSLUBIA,45.0,0.0,
2025-10-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2025-11-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2025-12-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2026-01-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2026-02-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2026-03-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2026-05-01,Endesa,Lleida,Sort,ALTRON,25.0,0.0,
2025-10-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2025-11-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2025-12-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2026-01-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2026-02-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2026-03-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2026-05-01,Endesa,Lleida,Sort,ALTRON,110.0,0.0,
2025-10-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2025-11-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2025-12-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2026-01-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2026-02-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2026-03-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2026-05-01,Endesa,Zaragoza,Zaragoza,ALUMALSA,45.0,0.0,
2025-10-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2025-11-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2025-12-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2026-01-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2026-02-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2026-03-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2026-05-01,Endesa,Badajoz,Badajoz,ALVARADO,20.0,0.0,
2025-10-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,4.4,
2025-11-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,4.4,
2025-12-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,63.39,
2026-01-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,65.13,
2026-02-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,65.13,
2026-03-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,0.0,
2026-05-01,Endesa,Badajoz,Badajoz,ALVARADO,66.0,33.13,
2025-10-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2025-11-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2025-12-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2026-01-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2026-02-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2026-03-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2026-05-01,Endesa,Sevilla,Sevilla,AMATE,15.0,0.0,
2025-10-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2025-11-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2025-12-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2026-01-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2026-02-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2026-03-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2026-05-01,Endesa,Sevilla,Sevilla,AMATE,66.0,0.0,
2025-10-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2025-11-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2025-12-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2026-01-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2026-02-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2026-03-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2026-05-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,25.0,0.0,
2025-10-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2025-11-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2025-12-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2026-01-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2026-02-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2026-03-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2026-05-01,Endesa,Tarragona,"Ampolla, L'",AMPOLLA,110.0,0.0,
2025-10-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2025-11-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2025-12-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2026-01-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2026-02-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2026-03-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2026-05-01,Endesa,Tarragona,Amposta,AMPOSTA,25.0,0.0,
2025-10-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2025-11-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2025-12-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2026-01-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2026-02-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2026-03-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2026-05-01,Endesa,Tarragona,Amposta,AMPOSTA,110.0,0.0,
2025-10-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2025-11-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2025-12-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2026-01-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2026-02-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2026-03-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2026-05-01,Endesa,Almería,Almería,ANDARAX,20.0,0.0,
2025-10-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2025-11-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2025-12-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2026-01-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2026-02-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2026-03-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2026-05-01,Endesa,Almería,Almería,ANDARAX,66.0,0.0,
2025-10-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2025-11-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2025-12-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2026-01-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2026-02-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2026-03-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2026-05-01,Endesa,Almería,Almería,ANDARAX,132.0,0.0,
2025-10-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2025-11-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2025-12-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2026-01-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2026-02-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2026-03-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2026-05-01,Endesa,Teruel,Andorra,ANDORRA,15.0,0.0,
2025-10-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2025-11-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2025-12-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2026-01-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2026-02-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2026-03-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2026-05-01,Endesa,Teruel,Andorra,ANDORRA,45.0,0.0,
2025-10-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,0.0,
2025-11-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,0.0,
2025-12-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,4.87,
2026-01-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,4.87,
2026-02-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,4.87,
2026-03-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,4.56,
2026-05-01,Endesa,"Balears, Illes",Andratx,ANDRATX,15.0,4.47,
2025-10-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2025-11-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2025-12-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2026-01-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2026-02-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2026-03-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2026-05-01,Endesa,Jaén,Andújar,ANDUJAR,25.0,0.0,
2025-10-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2025-11-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2025-12-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2026-01-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2026-02-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2026-03-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2026-05-01,Endesa,Jaén,Andújar,ANDUJAR,66.0,0.0,
2025-10-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2025-11-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2025-12-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2026-01-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2026-02-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2026-03-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2026-05-01,Endesa,Jaén,Andújar,ANDUJAR,132.0,0.0,
2025-10-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,21.4,
2025-11-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,21.4,
2025-12-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,30.91,
2026-01-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,30.87,
2026-02-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,30.87,
2026-03-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,35.63,
2026-05-01,Endesa,Barcelona,Vilanova del Camí,ANOIA,25.0,35.57,
2025-10-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2025-11-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2025-12-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2026-01-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2026-02-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2026-03-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2026-05-01,Endesa,Huesca,Ansó,ANSO,10.0,0.0,
2025-10-01,Endesa,Huesca,Ansó,ANSO,45.0,0.0,
2025-11-01,Endesa,Huesca,Ansó,ANSO,45.0,0.0,
2025-12-01,Endesa,Huesca,Ansó,ANSO,45.0,0.0,
2026-01-01,Endesa,Huesca,Ansó,ANSO,45.0,0.0,
2026-02-01,Endesa,Huesca,Ansó,ANSO,45.0,0.0,
2026-03-01,Endesa,Huesca,Ansó,ANSO,45.0,0.0,
