fecha,distribuidora,provincia,municipio,subestacion,tension_kv,disponible_neta,ccaa
2025-10-01,ERedes,Valencia,ALDAIA,SE ALDAIA,20.0,-3.0,
2025-11-01,ERedes,Valencia,ALDAIA,SE ALDAIA,20.0,0.0,
2025-12-01,ERedes,Valencia/Valéncia,ALDAIA,SE ALDAIA,20.0,0.0,
2026-01-01,ERedes,Valencia/Valéncia,ALDAIA,SE ALDAIA,20.0,0.0,
2026-02-01,ERedes,Valencia/Valéncia,ALDAIA,SE ALDAIA,20.0,0.0,
2026-03-01,ERedes,Valencia/Valéncia,ALDAIA,SE ALDAIA,20.0,0.0,
2025-10-01,ERedes,Asturias,LLANERA,SE ALIMERKA,22.0,0.0,
2025-11-01,ERedes,Asturias,LLANERA,SE ALIMERKA,22.0,0.0,
2025-12-01,ERedes,Asturias,LLANERA,SE ALIMERKA,22.0,0.0,
2026-01-01,ERedes,Asturias,LLANERA,SE ALIMERKA,22.0,0.0,
2026-02-01,ERedes,Asturias,LLANERA,SE ALIMERKA,22.0,0.0,
2026-03-01,ERedes,Asturias,LLANERA,SE ALIMERKA,22.0,0.0,
2025-10-01,ERedes,Asturias,LLANERA,SE ALIMERKA,50.0,-26.0,
2025-11-01,ERedes,Asturias,LLANERA,SE ALIMERKA,50.0,0.0,
2025-12-01,ERedes,Asturias,LLANERA,SE ALIMERKA,50.0,0.0,
2026-01-01,ERedes,Asturias,LLANERA,SE ALIMERKA,50.0,0.0,
2026-02-01,ERedes,Asturias,LLANERA,SE ALIMERKA,50.0,0.0,
2026-03-01,ERedes,Asturias,LLANERA,SE ALIMERKA,50.0,0.0,
2025-10-01,ERedes,Asturias,AVILÉS,SE AMBULATORIO,22.0,3.0,
2025-11-01,ERedes,Asturias,AVILÉS,SE AMBULATORIO,22.0,3.0,
2025-12-01,ERedes,Asturias,AVILÉS,SE AMBULATORIO,22.0,3.0,
2026-01-01,ERedes,Asturias,AVILÉS,SE AMBULATORIO,22.0,3.0,
2026-02-01,ERedes,Asturias,AVILÉS,SE AMBULATORIO,22.0,3.0,
2026-03-01,ERedes,Asturias,AVILÉS,SE AMBULATORIO,22.0,3.0,
2025-10-01,ERedes,Asturias,PARRES,SE ARRIONDAS,24.0,1.0,
2025-11-01,ERedes,Asturias,PARRES,SE ARRIONDAS,24.0,1.0,
2025-12-01,ERedes,Asturias,PARRES,SE ARRIONDAS,24.0,1.0,
2026-01-01,ERedes,Asturias,PARRES,SE ARRIONDAS,24.0,1.0,
2026-02-01,ERedes,Asturias,PARRES,SE ARRIONDAS,24.0,1.0,
2026-03-01,ERedes,Asturias,PARRES,SE ARRIONDAS,24.0,1.0,
2025-10-01,ERedes,Asturias,PARRES,SE ARRIONDAS,50.0,0.0,
2025-11-01,ERedes,Asturias,PARRES,SE ARRIONDAS,50.0,0.0,
2025-12-01,ERedes,Asturias,PARRES,SE ARRIONDAS,50.0,0.0,
2026-01-01,ERedes,Asturias,PARRES,SE ARRIONDAS,50.0,0.0,
2026-02-01,ERedes,Asturias,PARRES,SE ARRIONDAS,50.0,0.0,
2026-03-01,ERedes,Asturias,PARRES,SE ARRIONDAS,50.0,0.0,
2025-10-01,ERedes,Asturias,PARRES,SE ARRIONDAS,132.0,0.0,
2025-11-01,ERedes,Asturias,PARRES,SE ARRIONDAS,132.0,0.0,
2025-12-01,ERedes,Asturias,PARRES,SE ARRIONDAS,132.0,0.0,
2026-01-01,ERedes,Asturias,PARRES,SE ARRIONDAS,132.0,0.0,
2026-02-01,ERedes,Asturias,PARRES,SE ARRIONDAS,132.0,0.0,
2026-03-01,ERedes,Asturias,PARRES,SE ARRIONDAS,132.0,0.0,
2025-10-01,ERedes,Asturias,CABRALES,SE CAMARMEÑA,16.0,0.3,
2025-11-01,ERedes,Asturias,CABRALES,SE CAMARMEÑA,16.0,0.3,
2025-12-01,ERedes,Asturias,CABRALES,SE CAMARMEÑA,16.0,0.3,
2026-01-01,ERedes,Asturias,CABRALES,SE CAMARMEÑA,16.0,0.3,
2026-02-01,ERedes,Asturias,CABRALES,SE CAMARMEÑA,16.0,0.3,
2026-03-01,ERedes,Asturias,CABRALES,SE CAMARMEÑA,16.0,0.3,
2025-10-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,6.0,0.5,
2025-11-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,6.0,0.5,
2025-12-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,6.0,0.5,
2026-01-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,6.0,0.5,
2026-02-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,6.0,0.5,
2026-03-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,6.0,0.5,
2025-10-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,24.0,0.5,
2025-11-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,24.0,0.5,
2025-12-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,24.0,0.5,
2026-01-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,24.0,0.5,
2026-02-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,24.0,0.5,
2026-03-01,ERedes,Asturias,PONGA,SE CAMPORRIONDI 1,24.0,0.5,
2025-10-01,ERedes,Asturias,CABRALES,SE CARREÑA,24.0,1.0,
2025-11-01,ERedes,Asturias,CABRALES,SE CARREÑA,24.0,1.0,
2025-12-01,ERedes,Asturias,CABRALES,SE CARREÑA,24.0,1.0,
2026-01-01,ERedes,Asturias,CABRALES,SE CARREÑA,24.0,1.0,
2026-02-01,ERedes,Asturias,CABRALES,SE CARREÑA,24.0,1.0,
2026-03-01,ERedes,Asturias,CABRALES,SE CARREÑA,24.0,1.0,
2025-10-01,ERedes,Asturias,CABRALES,SE CARREÑA,30.0,1.0,
2025-11-01,ERedes,Asturias,CABRALES,SE CARREÑA,30.0,1.0,
2025-12-01,ERedes,Asturias,CABRALES,SE CARREÑA,30.0,1.0,
2026-01-01,ERedes,Asturias,CABRALES,SE CARREÑA,30.0,1.0,
2026-02-01,ERedes,Asturias,CABRALES,SE CARREÑA,30.0,1.0,
2026-03-01,ERedes,Asturias,CABRALES,SE CARREÑA,30.0,1.0,
2025-10-01,ERedes,Asturias,CARREÑO,SE CARRIO,22.0,-10.0,
2025-11-01,ERedes,Asturias,CARREÑO,SE CARRIO,22.0,-10.0,
2025-12-01,ERedes,Asturias,CARREÑO,SE CARRIO,22.0,-10.0,
2026-01-01,ERedes,Asturias,CARREÑO,SE CARRIO,22.0,-10.0,
2026-02-01,ERedes,Asturias,CARREÑO,SE CARRIO,22.0,-10.0,
2026-03-01,ERedes,Asturias,CARREÑO,SE CARRIO,22.0,-10.0,
2025-12-01,ERedes,Asturias,CARREÑO,SE CARRIO,132.0,10.0,
2026-01-01,ERedes,Asturias,CARREÑO,SE CARRIO,132.0,10.0,
2026-02-01,ERedes,Asturias,CARREÑO,SE CARRIO,132.0,10.0,
2026-03-01,ERedes,Asturias,CARREÑO,SE CARRIO,132.0,10.0,
2025-10-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,24.0,0.0,
2025-11-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,24.0,0.0,
2025-12-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,24.0,0.0,
2026-01-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,24.0,0.0,
2026-02-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,24.0,0.0,
2026-03-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,24.0,0.0,
2025-10-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,50.0,0.0,
2025-11-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,50.0,0.0,
2025-12-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,50.0,0.0,
2026-01-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,50.0,0.0,
2026-02-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,50.0,0.0,
2026-03-01,ERedes,Asturias,SAN MARTIN DEL REY AURELIO,SE CARROCERA II,50.0,0.0,
2025-10-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,22.0,0.0,
2025-11-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,22.0,5.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,22.0,5.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,22.0,5.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,22.0,5.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,22.0,5.0,
2025-10-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,132.0,10.0,
2025-11-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,132.0,10.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,132.0,10.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,132.0,10.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,132.0,10.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE CASTIELLO,132.0,10.0,
2025-10-01,ERedes,Asturias,SIERO,SE CASTRO,22.0,0.0,
2025-11-01,ERedes,Asturias,SIERO,SE CASTRO,22.0,0.0,
2025-12-01,ERedes,Asturias,SIERO,SE CASTRO,22.0,0.0,
2026-01-01,ERedes,Asturias,SIERO,SE CASTRO,22.0,0.0,
2026-02-01,ERedes,Asturias,SIERO,SE CASTRO,22.0,0.0,
2026-03-01,ERedes,Asturias,SIERO,SE CASTRO,22.0,0.0,
2025-10-01,ERedes,Asturias,COLUNGA,SE COLUNGA,24.0,0.0,
2025-11-01,ERedes,Asturias,COLUNGA,SE COLUNGA,24.0,0.0,
2025-12-01,ERedes,Asturias,COLUNGA,SE COLUNGA,24.0,0.0,
2026-01-01,ERedes,Asturias,COLUNGA,SE COLUNGA,24.0,0.0,
2026-02-01,ERedes,Asturias,COLUNGA,SE COLUNGA,24.0,0.0,
2026-03-01,ERedes,Asturias,COLUNGA,SE COLUNGA,24.0,0.0,
2025-10-01,ERedes,Asturias,COLUNGA,SE COLUNGA,50.0,0.0,
2025-11-01,ERedes,Asturias,COLUNGA,SE COLUNGA,50.0,0.0,
2025-12-01,ERedes,Asturias,COLUNGA,SE COLUNGA,50.0,0.0,
2026-01-01,ERedes,Asturias,COLUNGA,SE COLUNGA,50.0,0.0,
2026-02-01,ERedes,Asturias,COLUNGA,SE COLUNGA,50.0,0.0,
2026-03-01,ERedes,Asturias,COLUNGA,SE COLUNGA,50.0,0.0,
2025-10-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,22.0,-8.0,
2025-11-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,22.0,0.0,
2025-12-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,22.0,0.0,
2026-01-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,22.0,0.0,
2026-02-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,22.0,0.0,
2026-03-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,22.0,0.0,
2025-10-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,50.0,0.0,
2025-11-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,50.0,0.0,
2025-12-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,50.0,0.0,
2026-01-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,50.0,0.0,
2026-02-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,50.0,0.0,
2026-03-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,50.0,0.0,
2025-10-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,132.0,0.0,
2025-11-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,132.0,0.0,
2025-12-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,132.0,0.0,
2026-01-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,132.0,0.0,
2026-02-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,132.0,0.0,
2026-03-01,ERedes,Asturias,OVIEDO,SE CORREDORIA,132.0,0.0,
2025-10-01,ERedes,Asturias,CUDILLERO,SE CUDILLERO,22.0,0.0,
2025-11-01,ERedes,Asturias,CUDILLERO,SE CUDILLERO,22.0,0.0,
2025-12-01,ERedes,Asturias,CUDILLERO,SE CUDILLERO,22.0,0.0,
2026-01-01,ERedes,Asturias,CUDILLERO,SE CUDILLERO,22.0,0.0,
2026-02-01,ERedes,Asturias,CUDILLERO,SE CUDILLERO,22.0,0.0,
2026-03-01,ERedes,Asturias,CUDILLERO,SE CUDILLERO,22.0,0.0,
2025-10-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,15.0,0.0,
2025-11-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,15.0,0.0,
2025-12-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,15.0,0.0,
2026-01-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,15.0,0.0,
2026-02-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,15.0,0.0,
2026-03-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,15.0,0.0,
2025-10-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,132.0,0.0,
2025-11-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,132.0,0.0,
2025-12-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,132.0,0.0,
2026-01-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,132.0,0.0,
2026-02-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,132.0,0.0,
2026-03-01,ERedes,Zaragoza,ÉPILA,SE EL SABINAR,132.0,0.0,
2025-10-01,ERedes,Asturias,OVIEDO,SE EL VASCO,22.0,0.0,
2025-11-01,ERedes,Asturias,OVIEDO,SE EL VASCO,22.0,0.0,
2025-12-01,ERedes,Asturias,OVIEDO,SE EL VASCO,22.0,0.0,
2026-01-01,ERedes,Asturias,OVIEDO,SE EL VASCO,22.0,0.0,
2026-02-01,ERedes,Asturias,OVIEDO,SE EL VASCO,22.0,0.0,
2026-03-01,ERedes,Asturias,OVIEDO,SE EL VASCO,22.0,0.0,
2025-10-01,ERedes,Alicante,ELCHE,SE ELCHE,20.0,-51.42,
2025-11-01,ERedes,Alicante,ELCHE,SE ELCHE,20.0,-51.42,
2025-12-01,ERedes,Alicante/Alacant,ELX/ELCHE,SE ELCHE,20.0,-51.42,
2026-01-01,ERedes,Alicante/Alacant,ELX/ELCHE,SE ELCHE,20.0,-51.42,
2026-02-01,ERedes,Alicante/Alacant,ELX/ELCHE,SE ELCHE,20.0,-51.42,
2026-03-01,ERedes,Alicante/Alacant,ELX/ELCHE,SE ELCHE,20.0,-9.0,
2025-10-01,ERedes,Asturias,Gijón,SE ENTREVÍAS,22.0,0.0,
2025-11-01,ERedes,Asturias,Gijón,SE ENTREVÍAS,22.0,0.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,22.0,0.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,22.0,0.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,22.0,0.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,22.0,0.0,
2025-10-01,ERedes,Asturias,Gijón,SE ENTREVÍAS,132.0,0.0,
2025-11-01,ERedes,Asturias,Gijón,SE ENTREVÍAS,132.0,0.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,132.0,0.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,132.0,0.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,132.0,0.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE ENTREVÍAS,132.0,0.0,
2025-10-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,22.0,-5.0,
2025-11-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,22.0,-5.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,22.0,-5.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,22.0,-5.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,22.0,-5.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,22.0,-5.0,
2025-10-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,132.0,10.0,
2025-11-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,132.0,10.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,132.0,10.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,132.0,10.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,132.0,10.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE GIJON NORTE,132.0,10.0,
2025-10-01,ERedes,Asturias,GRADO,SE GRADO,132.0,-45.0,
2025-11-01,ERedes,Asturias,GRADO,SE GRADO,132.0,-45.0,
2025-12-01,ERedes,Asturias,GRADO,SE GRADO,132.0,-45.0,
2026-01-01,ERedes,Asturias,GRADO,SE GRADO,132.0,-45.0,
2026-02-01,ERedes,Asturias,GRADO,SE GRADO,132.0,-45.0,
2026-03-01,ERedes,Asturias,GRADO,SE GRADO,132.0,-45.0,
2025-10-01,ERedes,Huesca,ISÁBENA,SE ISABENA,6.0,0.0,
2025-11-01,ERedes,Huesca,ISÁBENA,SE ISABENA,6.0,0.0,
2025-12-01,ERedes,Huesca,ISÁBENA,SE ISABENA,6.0,0.0,
2026-01-01,ERedes,Huesca,ISÁBENA,SE ISABENA,6.0,0.0,
2026-02-01,ERedes,Huesca,ISÁBENA,SE ISABENA,6.0,0.0,
2026-03-01,ERedes,Huesca,ISÁBENA,SE ISABENA,6.0,0.0,
2025-10-01,ERedes,Huesca,ISÁBENA,SE ISABENA,25.0,0.0,
2025-11-01,ERedes,Huesca,ISÁBENA,SE ISABENA,25.0,0.0,
2025-12-01,ERedes,Huesca,ISÁBENA,SE ISABENA,25.0,0.0,
2026-01-01,ERedes,Huesca,ISÁBENA,SE ISABENA,25.0,0.0,
2026-02-01,ERedes,Huesca,ISÁBENA,SE ISABENA,25.0,0.0,
2026-03-01,ERedes,Huesca,ISÁBENA,SE ISABENA,25.0,0.0,
2025-10-01,ERedes,Asturias,TINEO,SE LA BARCA,132.0,0.0,
2025-11-01,ERedes,Asturias,TINEO,SE LA BARCA,132.0,0.0,
2025-12-01,ERedes,Asturias,TINEO,SE LA BARCA,132.0,0.0,
2026-01-01,ERedes,Asturias,TINEO,SE LA BARCA,132.0,0.0,
2026-02-01,ERedes,Asturias,TINEO,SE LA BARCA,132.0,0.0,
2026-03-01,ERedes,Asturias,TINEO,SE LA BARCA,132.0,0.0,
2025-10-01,ERedes,Asturias,TINEO,SE LA FLORIDA,22.0,0.0,
2025-11-01,ERedes,Asturias,TINEO,SE LA FLORIDA,22.0,0.0,
2025-12-01,ERedes,Asturias,TINEO,SE LA FLORIDA,22.0,0.0,
2026-01-01,ERedes,Asturias,TINEO,SE LA FLORIDA,22.0,0.0,
2026-02-01,ERedes,Asturias,TINEO,SE LA FLORIDA,22.0,0.0,
2026-03-01,ERedes,Asturias,TINEO,SE LA FLORIDA,22.0,0.0,
2025-10-01,ERedes,Asturias,TINEO,SE LA FLORIDA,50.0,0.0,
2025-11-01,ERedes,Asturias,TINEO,SE LA FLORIDA,50.0,0.0,
2025-12-01,ERedes,Asturias,TINEO,SE LA FLORIDA,50.0,0.0,
2026-01-01,ERedes,Asturias,TINEO,SE LA FLORIDA,50.0,0.0,
2026-02-01,ERedes,Asturias,TINEO,SE LA FLORIDA,50.0,0.0,
2026-03-01,ERedes,Asturias,TINEO,SE LA FLORIDA,50.0,0.0,
2025-10-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,22.0,3.0,
2025-11-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,22.0,3.0,
2025-12-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,22.0,3.0,
2026-01-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,22.0,3.0,
2026-02-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,22.0,3.0,
2026-03-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,22.0,3.0,
2025-10-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,50.0,0.0,
2025-11-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,50.0,0.0,
2025-12-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,50.0,0.0,
2026-01-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,50.0,0.0,
2026-02-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,50.0,0.0,
2026-03-01,ERedes,Asturias,SOMIEDO,SE LA MALVA,50.0,0.0,
2025-10-01,ERedes,Asturias,SOMIEDO,SE LA RIERA,50.0,2.0,
2025-11-01,ERedes,Asturias,SOMIEDO,SE LA RIERA,50.0,2.0,
2025-12-01,ERedes,Asturias,SOMIEDO,SE LA RIERA,50.0,2.0,
2026-01-01,ERedes,Asturias,SOMIEDO,SE LA RIERA,50.0,2.0,
2026-02-01,ERedes,Asturias,SOMIEDO,SE LA RIERA,50.0,2.0,
2026-03-01,ERedes,Asturias,SOMIEDO,SE LA RIERA,50.0,2.0,
2025-10-01,ERedes,Asturias,LANGREO,SE LANGREO,24.0,0.0,
2025-11-01,ERedes,Asturias,LANGREO,SE LANGREO,24.0,0.0,
2025-12-01,ERedes,Asturias,LANGREO,SE LANGREO,24.0,0.0,
2026-01-01,ERedes,Asturias,LANGREO,SE LANGREO,24.0,0.0,
2026-02-01,ERedes,Asturias,LANGREO,SE LANGREO,24.0,0.0,
2026-03-01,ERedes,Asturias,LANGREO,SE LANGREO,24.0,0.0,
2025-10-01,ERedes,Asturias,LANGREO,SE LANGREO,50.0,0.0,
2025-11-01,ERedes,Asturias,LANGREO,SE LANGREO,50.0,0.0,
2025-12-01,ERedes,Asturias,LANGREO,SE LANGREO,50.0,0.0,
2026-01-01,ERedes,Asturias,LANGREO,SE LANGREO,50.0,0.0,
2026-02-01,ERedes,Asturias,LANGREO,SE LANGREO,50.0,0.0,
2026-03-01,ERedes,Asturias,LANGREO,SE LANGREO,50.0,0.0,
2025-10-01,ERedes,Asturias,LANGREO,SE LANGREO,132.0,0.0,
2025-11-01,ERedes,Asturias,LANGREO,SE LANGREO,132.0,0.0,
2025-12-01,ERedes,Asturias,LANGREO,SE LANGREO,132.0,0.0,
2026-01-01,ERedes,Asturias,LANGREO,SE LANGREO,132.0,0.0,
2026-02-01,ERedes,Asturias,LANGREO,SE LANGREO,132.0,0.0,
2026-03-01,ERedes,Asturias,LANGREO,SE LANGREO,132.0,0.0,
2025-10-01,ERedes,Asturias,LLANES,SE LLANES,24.0,0.0,
2025-11-01,ERedes,Asturias,LLANES,SE LLANES,24.0,0.0,
2025-12-01,ERedes,Asturias,LLANES,SE LLANES,24.0,0.0,
2026-01-01,ERedes,Asturias,LLANES,SE LLANES,24.0,0.0,
2026-02-01,ERedes,Asturias,LLANES,SE LLANES,24.0,0.0,
2026-03-01,ERedes,Asturias,LLANES,SE LLANES,24.0,0.0,
2025-10-01,ERedes,Asturias,LLANES,SE LLANES,50.0,0.0,
2025-11-01,ERedes,Asturias,LLANES,SE LLANES,50.0,0.0,
2025-12-01,ERedes,Asturias,LLANES,SE LLANES,50.0,0.0,
2026-01-01,ERedes,Asturias,LLANES,SE LLANES,50.0,0.0,
2026-02-01,ERedes,Asturias,LLANES,SE LLANES,50.0,0.0,
2026-03-01,ERedes,Asturias,LLANES,SE LLANES,50.0,0.0,
2025-10-01,ERedes,Asturias,GIJÓN,SE LLOREDA,22.0,0.0,
2025-11-01,ERedes,Asturias,GIJÓN,SE LLOREDA,22.0,0.0,
2025-12-01,ERedes,Asturias,GIJÓN,SE LLOREDA,22.0,0.0,
2026-01-01,ERedes,Asturias,GIJÓN,SE LLOREDA,22.0,0.0,
2026-02-01,ERedes,Asturias,GIJÓN,SE LLOREDA,22.0,0.0,
2026-03-01,ERedes,Asturias,GIJÓN,SE LLOREDA,22.0,0.0,
2025-10-01,ERedes,Zaragoza,MUEL,SE LOS VIENTOS,132.0,0.0,
2025-11-01,ERedes,Zaragoza,MUEL,SE LOS VIENTOS,132.0,0.0,
2025-12-01,ERedes,Zaragoza,MUEL,SE LOS VIENTOS,132.0,0.0,
2026-01-01,ERedes,Zaragoza,MUEL,SE LOS VIENTOS,132.0,0.0,
2026-02-01,ERedes,Zaragoza,MUEL,SE LOS VIENTOS,132.0,0.0,
2026-03-01,ERedes,Zaragoza,MUEL,SE LOS VIENTOS,132.0,0.0,
2025-10-01,ERedes,Asturias,AVILÉS,SE MARUCA,22.0,4.0,
2025-11-01,ERedes,Asturias,AVILÉS,SE MARUCA,22.0,4.0,
2025-12-01,ERedes,Asturias,AVILÉS,SE MARUCA,22.0,4.0,
2026-01-01,ERedes,Asturias,AVILÉS,SE MARUCA,22.0,4.0,
2026-02-01,ERedes,Asturias,AVILÉS,SE MARUCA,22.0,4.0,
2026-03-01,ERedes,Asturias,AVILÉS,SE MARUCA,22.0,4.0,
2025-10-01,ERedes,Asturias,AVILÉS,SE MARUCA,132.0,0.0,
2025-11-01,ERedes,Asturias,AVILÉS,SE MARUCA,132.0,0.0,
2025-12-01,ERedes,Asturias,AVILÉS,SE MARUCA,132.0,0.0,
2026-01-01,ERedes,Asturias,AVILÉS,SE MARUCA,132.0,0.0,
2026-02-01,ERedes,Asturias,AVILÉS,SE MARUCA,132.0,0.0,
2026-03-01,ERedes,Asturias,AVILÉS,SE MARUCA,132.0,0.0,
2025-10-01,ERedes,Asturias,SIERO,SE MERES,22.0,0.0,
2025-11-01,ERedes,Asturias,SIERO,SE MERES,22.0,0.0,
2025-12-01,ERedes,Asturias,SIERO,SE MERES,22.0,0.0,
2026-01-01,ERedes,Asturias,SIERO,SE MERES,22.0,0.0,
2026-02-01,ERedes,Asturias,SIERO,SE MERES,22.0,0.0,
2026-03-01,ERedes,Asturias,SIERO,SE MERES,22.0,0.0,
2025-10-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,22.0,-5.0,
2025-11-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,22.0,3.0,
2025-12-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,22.0,3.0,
2026-01-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,22.0,3.0,
2026-02-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,22.0,3.0,
2026-03-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,22.0,3.0,
2025-10-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,132.0,15.0,
2025-11-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,132.0,15.0,
2025-12-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,132.0,15.0,
2026-01-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,132.0,15.0,
2026-02-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,132.0,15.0,
2026-03-01,ERedes,Asturias,BELMONTE DE MIRANDA,SE MIRANDA,132.0,15.0,
2025-10-01,ERedes,Asturias,PEÑAMELLERA BAJA,SE PANES,24.0,0.2,
