fecha,distribuidora,provincia,subestacion,tension_kv,disponible_neta,prev_disp,delta,mes,trimestre,año
2025-11-01,ERedes,Asturias,SE ALIMERKA,50.0,0.0,-26.0,26.0,11,4,2025
2025-11-01,ERedes,Asturias,SE CASTIELLO,22.0,5.0,0.0,5.0,11,4,2025
2025-11-01,ERedes,Asturias,SE CORREDORIA,22.0,0.0,-8.0,8.0,11,4,2025
2026-03-01,ERedes,Alicante/Alacant,SE ELCHE,20.0,-9.0,-51.42,42.42,3,1,2026
2025-11-01,ERedes,Asturias,SE MIRANDA,22.0,3.0,-5.0,8.0,11,4,2025
2025-11-01,ERedes,Asturias,SE PRAVIA,22.0,0.0,-12.0,12.0,11,4,2025
2025-11-01,ERedes,Asturias,SE PRAVIA,50.0,0.0,-36.0,36.0,11,4,2025
2025-11-01,ERedes,Asturias,SE PRIAÑES,22.0,0.0,-5.0,5.0,11,4,2025
2025-11-01,ERedes,Valencia,SE QUART DEL POBLET,20.0,0.0,-9.0,9.0,11,4,2025
2026-01-01,ERedes,Asturias,SE ROMIO,132.0,10.0,0.0,10.0,1,1,2026
2026-01-01,ERedes,Asturias,SE ROMIO,22.0,5.0,0.0,5.0,1,1,2026
2026-01-01,ERedes,Asturias,SE ROMIO,50.0,5.0,0.0,5.0,1,1,2026
2025-11-01,ERedes,Valencia,SE SAGUNTO,20.0,0.0,-5.0,5.0,11,4,2025
2026-01-01,ERedes,Asturias,SE TABIELLA,132.0,10.0,0.0,10.0,1,1,2026
2026-01-01,ERedes,Asturias,SE TABIELLA,22.0,5.0,0.0,5.0,1,1,2026
2026-01-01,ERedes,Asturias,SE TABIELLA,50.0,10.0,0.0,10.0,1,1,2026
2025-11-01,ERedes,Asturias,SE TRASONA,132.0,0.0,-150.0,150.0,11,4,2025
2025-11-01,ERedes,Valencia,SE VIDANOVA,20.0,0.0,-5.0,5.0,11,4,2025
2025-11-01,ERedes,Valencia,SE/CR ASTURIAS,20.0,0.0,-5.0,5.0,11,4,2025
2026-03-01,ERedes,Valencia/Valéncia,SE/CR BONAIRE 2,20.0,0.0,-15.0,15.0,3,1,2026
2025-11-01,ERedes,Asturias,SE/CR COLINA DEL FAISAN,22.0,0.0,-5.0,5.0,11,4,2025
2025-11-01,ERedes,Valencia,SE/CR LA PINAETA,20.0,0.0,-11.0,11.0,11,4,2025
2025-11-01,ERedes,Asturias,SE/CR LAVIANA,24.0,0.0,-5.0,5.0,11,4,2025
2025-11-01,ERedes,Asturias,SE/CR NARANCO,22.0,0.0,-9.0,9.0,11,4,2025
2026-03-01,ERedes,Alicante/Alacant,SE/CR PGNO LOS AZARBES,20.0,0.0,-7.0,7.0,3,1,2026
2025-11-01,ERedes,Asturias,SE/CR PIEDELORO,22.0,0.0,-5.0,5.0,11,4,2025
2022-03-01,Endesa,Cádiz,ABELLO,66.0,-91.7,-136.7,44.999999999999986,3,1,2022
2022-04-01,Endesa,Cádiz,ABELLO,66.0,0.0,-91.7,91.7,4,2,2022
2025-10-01,Endesa,Cádiz,ABIERTAS,15.0,-1.0,-8.8,7.800000000000001,10,4,2025
2021-09-01,Endesa,Barcelona,ABRERA,25.0,50.0,30.0,20.0,9,3,2021
2025-10-01,Endesa,Barcelona,ABRERA,25.0,52.4,13.0,39.4,10,4,2025
2025-12-01,Endesa,Barcelona,ABRERA,25.0,66.91,52.4,14.509999999999998,12,4,2025
2022-04-01,Endesa,Barcelona,AEROPORT,25.0,54.6,48.3,6.300000000000004,4,2,2022
2021-12-01,Endesa,Sevilla,AEROPUER,132.0,26.5,0.0,26.5,12,4,2021
2021-12-01,Endesa,Sevilla,AEROPUER,15.0,31.5,0.0,31.5,12,4,2021
2022-02-01,Endesa,Cádiz,AGROALIM,15.0,-12.0,-21.5,9.5,2,1,2022
2022-03-01,Endesa,Cádiz,AGROALIM,15.0,-2.1,-12.0,9.9,3,1,2022
2022-02-01,Endesa,Cádiz,AGROALIM,66.0,-138.8,-184.9,46.099999999999994,2,1,2022
2022-03-01,Endesa,Cádiz,AGROALIM,66.0,-92.0,-138.8,46.80000000000001,3,1,2022
2022-04-01,Endesa,Cádiz,AGROALIM,66.0,-37.7,-92.0,54.3,4,2,2022
2022-04-01,Endesa,Baleares,AGUSTI,15.0,50.7,45.6,5.100000000000001,4,2,2022
2021-08-01,Endesa,Sevilla,ALCAGUAD,132.0,23.6,17.1,6.5,8,3,2021
2021-12-01,Endesa,Sevilla,ALCAGUAD,132.0,49.7,23.7,26.000000000000004,12,4,2021
2021-08-01,Endesa,Sevilla,ALCAGUAD,15.0,23.6,17.1,6.5,8,3,2021
2021-12-01,Endesa,Sevilla,ALCAGUAD,15.0,31.9,23.7,8.2,12,4,2021
2021-08-01,Endesa,Sevilla,ALCORES,132.0,6.2,0.0,6.2,8,3,2021
2021-10-01,Endesa,Sevilla,ALCORES,132.0,12.6,5.5,7.1,10,4,2021
2021-12-01,Endesa,Sevilla,ALCORES,132.0,-6.2,-43.8,37.599999999999994,12,4,2021
2022-01-01,Endesa,Sevilla,ALCORES,132.0,35.5,-6.2,41.7,1,1,2022
2025-10-01,Endesa,Sevilla,ALCORES,15.0,0.0,-20.0,20.0,10,4,2025
2021-08-01,Endesa,Sevilla,ALCORES,66.0,51.0,31.5,19.5,8,3,2021
2021-10-01,Endesa,Sevilla,ALCORES,66.0,64.5,49.4,15.100000000000001,10,4,2021
2021-12-01,Endesa,Sevilla,ALCORES,66.0,70.2,51.3,18.900000000000006,12,4,2021
2022-05-01,Endesa,Sevilla,ALCORES,66.0,-64.9,-72.2,7.299999999999997,5,2,2022
2025-10-01,Endesa,Sevilla,ALCORES,66.0,0.0,-64.9,64.9,10,4,2025
2022-04-01,Endesa,Baleares,ALCUDIA,15.0,89.0,80.2,8.799999999999997,4,2,2022
2025-12-01,Endesa,Jaén,ALC_REAL,20.0,-38.78,-48.8,10.019999999999996,12,4,2025
2021-11-01,Endesa,Las Palmas,ALDEA_BLAN,20.0,3.0,-17.2,20.2,11,4,2021
2022-01-01,Endesa,Las Palmas,ALDEA_BLAN,20.0,13.0,-2.7,15.7,1,1,2022
2022-02-01,Endesa,Las Palmas,ALDEA_BLAN,20.0,33.4,13.0,20.4,2,1,2022
2022-04-01,Endesa,Las Palmas,ALDEA_BLAN,20.0,33.4,28.4,5.0,4,2,2022
2022-04-01,Endesa,Cádiz,ALGECIRA,15.0,39.9,0.0,39.9,4,2,2022
2022-04-01,Endesa,Cádiz,ALGECIRA,66.0,39.9,0.0,39.9,4,2,2022
2022-03-01,Endesa,Cádiz,ALGODONA,20.0,8.0,3.0,5.0,3,1,2022
2022-03-01,Endesa,Cádiz,ALGODONA,66.0,21.0,11.7,9.3,3,1,2022
2021-11-01,Endesa,Málaga,ALHAURIN,20.0,43.7,33.8,9.900000000000006,11,4,2021
2022-04-01,Endesa,Málaga,ALHAURIN,66.0,141.3,125.5,15.800000000000011,4,2,2022
2026-03-01,Endesa,Málaga,ALHAURIN,66.0,81.84,16.25,65.59,3,1,2026
2021-11-01,Endesa,Cádiz,ALIJAR,66.0,29.4,-49.9,79.3,11,4,2021
2022-01-01,Endesa,Cádiz,ALIJAR,66.0,0.0,-24.9,24.9,1,1,2022
2022-02-01,Endesa,Cádiz,ALIJAR,66.0,29.3,0.0,29.3,2,1,2022
2022-04-01,Endesa,Cádiz,ALIJAR,66.0,36.3,29.3,6.9999999999999964,4,2,2022
2025-12-01,Endesa,Sevilla,ALJARAFE,15.0,12.77,0.0,12.77,12,4,2025
2025-12-01,Endesa,Sevilla,ALJARAFE,66.0,12.77,0.0,12.77,12,4,2025
2021-09-01,Endesa,Huelva,ALMONTE,66.0,20.9,-44.5,65.4,9,3,2021
2022-02-01,Endesa,Huelva,ALMONTE,66.0,-36.4,-71.0,34.6,2,1,2022
2022-04-01,Endesa,Huelva,ALMONTE,66.0,-10.0,-35.0,25.0,4,2,2022
2026-05-01,Endesa,Huelva,ALMONTE,66.0,0.0,-13.35,13.35,5,2,2026
2021-11-01,Endesa,Huelva,ALQUERIA,15.0,24.3,9.8,14.5,11,4,2021
2022-06-01,Endesa,Huelva,ALQUERIA,15.0,0.0,-5.0,5.0,6,2,2022
2021-11-01,Endesa,Huelva,ALQUERIA,66.0,20.1,-4.9,25.0,11,4,2021
2022-01-01,Endesa,Huelva,ALQUERIA,66.0,2.7,-17.3,20.0,1,1,2022
2022-05-01,Endesa,Huelva,ALQUERIA,66.0,0.0,-5.0,5.0,5,2,2022
2025-10-01,Endesa,Tarragona,ALTAFULLA,110.0,56.7,0.0,56.7,10,4,2025
2026-01-01,Endesa,Tarragona,ALTAFULLA,110.0,66.37,61.14,5.230000000000004,1,1,2026
2025-10-01,Endesa,Tarragona,ALTAFULLA,25.0,15.4,0.0,15.4,10,4,2025
2021-09-01,Endesa,Badajoz,ALVARADO,66.0,-28.4,-98.4,70.0,9,3,2021
2021-11-01,Endesa,Badajoz,ALVARADO,66.0,-22.0,-28.4,6.399999999999999,11,4,2021
2021-12-01,Endesa,Badajoz,ALVARADO,66.0,7.0,-22.0,29.0,12,4,2021
2022-03-01,Endesa,Badajoz,ALVARADO,66.0,-71.9,-130.6,58.69999999999999,3,1,2022
2022-04-01,Endesa,Badajoz,ALVARADO,66.0,-46.2,-71.9,25.700000000000003,4,2,2022
2022-05-01,Endesa,Badajoz,ALVARADO,66.0,0.0,-46.2,46.2,5,2,2022
2025-12-01,Endesa,Badajoz,ALVARADO,66.0,63.39,4.4,58.99,12,4,2025
2026-05-01,Endesa,Badajoz,ALVARADO,66.0,33.13,0.0,33.13,5,2,2026
2021-08-01,Endesa,Sevilla,AMATE,15.0,39.9,32.9,7.0,8,3,2021
2021-08-01,Endesa,Sevilla,AMATE,66.0,53.6,32.9,20.700000000000003,8,3,2021
2021-10-01,Endesa,Sevilla,AMATE,66.0,66.1,52.2,13.899999999999991,10,4,2021
2021-12-01,Endesa,Sevilla,AMATE,66.0,92.6,53.9,38.699999999999996,12,4,2021
2022-04-01,Endesa,Baleares,ANDRATX,15.0,75.2,67.7,7.5,4,2,2022
2025-10-01,Endesa,Barcelona,ANOIA,25.0,21.4,-3.5,24.9,10,4,2025
2025-12-01,Endesa,Barcelona,ANOIA,25.0,30.91,21.4,9.510000000000002,12,4,2025
2021-11-01,Endesa,Cádiz,ARCOS,15.0,13.7,-6.3,20.0,11,4,2021
2022-02-01,Endesa,Cádiz,ARCOS,15.0,5.6,-12.2,17.799999999999997,2,1,2022
2021-11-01,Endesa,Cádiz,ARCOS,66.0,37.9,-61.6,99.5,11,4,2021
2022-01-01,Endesa,Cádiz,ARCOS,66.0,-112.2,-137.1,24.89999999999999,1,1,2022
2022-02-01,Endesa,Cádiz,ARCOS,66.0,23.7,-112.2,135.9,2,1,2022
2022-03-01,Endesa,Cádiz,ARCOS,66.0,29.8,23.7,6.100000000000001,3,1,2022
2022-01-01,Endesa,Cádiz,AREASUR,15.0,32.2,17.3,14.900000000000002,1,1,2022
2022-04-01,Endesa,Baleares,ARENAL,15.0,61.0,53.7,7.299999999999997,4,2,2022
2026-01-01,Endesa,"Balears, Illes",ARENAL,15.0,21.01,12.81,8.200000000000001,1,1,2026
2021-08-01,Endesa,Sevilla,ARGON,66.0,55.7,35.4,20.300000000000004,8,3,2021
2025-10-01,Endesa,"Palmas, Las",ARGUINEGUI,20.0,42.5,34.9,7.600000000000001,10,4,2025
2021-10-01,Endesa,Santa Cruz de Tenerife,ARICO_2,20.0,1.9,-15.4,17.3,10,4,2021
2021-12-01,Endesa,Santa Cruz de Tenerife,ARICO_2,20.0,11.9,-13.1,25.0,12,4,2021
2026-03-01,Endesa,Santa Cruz de Tenerife,ARONA,20.0,18.48,10.48,8.0,3,1,2026
2025-12-01,Endesa,Badajoz,ARROYO,66.0,9.58,0.0,9.58,12,4,2025
2022-03-01,Endesa,Cádiz,ARVINA,15.0,29.5,24.5,5.0,3,1,2022
2026-03-01,Endesa,Cádiz,ARVINA,15.0,31.34,0.0,31.34,3,1,2026
2026-03-01,Endesa,Cádiz,ARVINA,66.0,37.33,0.0,37.33,3,1,2026
2022-04-01,Endesa,Barcelona,ASLAND,110.0,114.1,102.7,11.399999999999991,4,2,2022
2025-10-01,Endesa,Barcelona,ASLAND,110.0,120.8,113.9,6.8999999999999915,10,4,2025
2022-04-01,Endesa,Barcelona,ASLAND,25.0,67.5,60.8,6.700000000000003,4,2,2022
2025-10-01,Endesa,Granada,ATARFE,20.0,0.0,-45.0,45.0,10,4,2025
2025-10-01,Endesa,Granada,ATARFE,66.0,0.0,-67.6,67.6,10,4,2025
2021-12-01,Endesa,Cádiz,ATLANTER,20.0,7.1,0.0,7.1,12,4,2021
2022-02-01,Endesa,Tarragona,AUBALS,25.0,-12.0,-22.4,10.399999999999999,2,1,2022
2022-03-01,Endesa,Tarragona,AUBALS,25.0,3.0,-12.0,15.0,3,1,2022
2022-04-01,Endesa,Tarragona,AUBALS,25.0,18.8,3.0,15.8,4,2,2022
2025-12-01,Endesa,Tarragona,AUBALS,25.0,1.16,-4.9,6.0600000000000005,12,4,2025
2026-05-01,Endesa,Tarragona,AUBALS,25.0,14.23,-4.48,18.71,5,2,2026
2021-10-01,Endesa,Málaga,AXARQUIA,20.0,33.3,0.0,33.3,10,4,2021
2021-10-01,Endesa,Málaga,AXARQUIA,66.0,62.1,0.0,62.1,10,4,2021
2021-11-01,Endesa,Málaga,AXARQUIA,66.0,77.3,62.1,15.199999999999996,11,4,2021
2022-04-01,Endesa,Málaga,AXARQUIA,66.0,85.9,77.3,8.600000000000009,4,2,2022
2026-01-01,Endesa,Málaga,AXARQUIA,66.0,51.13,45.98,5.150000000000006,1,1,2026
2022-02-01,Endesa,Huelva,AYAMONTE,15.0,22.1,12.2,9.900000000000002,2,1,2022
2021-09-01,Endesa,Huelva,AYAMONTE,66.0,21.3,2.3,19.0,9,3,2021
2022-01-01,Endesa,Huelva,AYAMONTE,66.0,6.2,1.2,5.0,1,1,2022
2022-05-01,Endesa,Huelva,AYAMONTE,66.0,0.0,-5.0,5.0,5,2,2022
2022-09-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Lleida,Aitona,0.46136959,110.0,25.0,85.0,8,3,2023
2022-09-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,9,3,2022
2022-10-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,10,4,2022
2022-11-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,11,4,2022
2022-12-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,12,4,2022
2023-01-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,1,1,2023
2023-02-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,2,1,2023
2023-03-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,3,1,2023
2023-04-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,4,2,2023
2023-05-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,5,2,2023
2023-06-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,6,2,2023
2023-07-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,7,3,2023
2023-08-01,Endesa,Tarragona,Alcanar,0.51483172,85.0,25.0,60.0,8,3,2023
2022-09-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,9,3,2022
2022-10-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,10,4,2022
2022-11-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,11,4,2022
2022-12-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,12,4,2022
2023-01-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,1,1,2023
2023-02-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,2,1,2023
2023-03-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,3,1,2023
2023-04-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,4,2,2023
2023-05-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,5,2,2023
2023-06-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,6,2,2023
2023-07-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,7,3,2023
2023-08-01,Endesa,Lleida,Alfarràs,0.57426297,107.0,25.0,82.0,8,3,2023
2022-09-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,9,3,2022
2022-10-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,10,4,2022
2022-11-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,11,4,2022
2022-12-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,12,4,2022
2023-01-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,1,1,2023
2023-02-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,2,1,2023
2023-03-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,3,1,2023
2023-04-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,4,2,2023
2023-05-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,5,2,2023
2023-06-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,6,2,2023
2023-07-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,7,3,2023
2023-08-01,Endesa,Tarragona,Altafulla,1.37355018,60.0,25.0,35.0,8,3,2023
2022-09-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Tarragona,"Ampolla, L`",0.67145005,110.0,25.0,85.0,8,3,2023
2022-09-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Tarragona,Amposta,0.56120355,110.0,25.0,85.0,8,3,2023
2021-11-01,Endesa,Badajoz,BADAJOZ,20.0,30.6,25.6,5.0,11,4,2021
2022-05-01,Endesa,Badajoz,BADAJOZ,20.0,0.0,-5.0,5.0,5,2,2022
2025-12-01,Endesa,Badajoz,BADAJOZ,20.0,26.98,-12.2,39.18,12,4,2025
2026-05-01,Endesa,Badajoz,BADAJOZ,20.0,23.52,0.0,23.52,5,2,2026
2021-11-01,Endesa,Badajoz,BADAJOZ,66.0,35.9,26.8,9.099999999999998,11,4,2021
2025-10-01,Endesa,Badajoz,BADAJOZ,66.0,7.8,0.0,7.8,10,4,2025
2025-12-01,Endesa,Badajoz,BADAJOZ,66.0,52.23,7.8,44.43,12,4,2025
2026-05-01,Endesa,Badajoz,BADAJOZ,66.0,23.52,0.0,23.52,5,2,2026
2022-04-01,Endesa,Barcelona,BADALONA,11.0,96.3,86.7,9.599999999999994,4,2,2022
2022-04-01,Endesa,Barcelona,BADALONA,25.0,98.4,88.5,9.900000000000006,4,2,2022
2022-04-01,Endesa,Cádiz,BAHIASUR,66.0,62.0,55.8,6.200000000000003,4,2,2022
2022-04-01,Endesa,Barcelona,BARBERA,110.0,164.1,147.9,16.19999999999999,4,2,2022
2022-04-01,Endesa,Barcelona,BARBERA,25.0,121.3,109.4,11.899999999999991,4,2,2022
2021-09-01,Endesa,Cádiz,BARCAFLR,66.0,-3.9,-40.6,36.7,9,3,2021
2021-11-01,Endesa,Cádiz,BARCAFLR,66.0,-3.9,-28.8,24.900000000000002,11,4,2021
2022-01-01,Endesa,Cádiz,BARCAFLR,66.0,-9.0,-41.2,32.2,1,1,2022
2022-02-01,Endesa,Cádiz,BARCAFLR,66.0,4.1,-9.0,13.1,2,1,2022
2022-03-01,Endesa,Cádiz,BARCAFLR,66.0,9.3,4.1,5.200000000000001,3,1,2022
2022-04-01,Endesa,Cádiz,BARRIOS,20.0,50.6,45.5,5.100000000000001,4,2,2022
2021-12-01,Endesa,Cádiz,BARROSA,20.0,23.5,14.5,9.0,12,4,2021
2021-12-01,Endesa,Cádiz,BARROSA,66.0,23.5,14.5,9.0,12,4,2021
2021-11-01,Endesa,Las Palmas,BARTOLOME,20.0,31.3,20.3,11.0,11,4,2021
2021-12-01,Endesa,Las Palmas,BARTOLOME,20.0,40.5,31.3,9.2,12,4,2021
2022-04-01,Endesa,Barcelona,BEGUES,25.0,74.0,66.6,7.400000000000006,4,2,2022
2021-12-01,Endesa,Tarragona,BELLISSENS,25.0,142.3,122.3,20.000000000000014,12,4,2021
2022-05-01,Endesa,Tarragona,BELLISSENS,25.0,143.3,119.7,23.60000000000001,5,2,2022
2025-12-01,Endesa,Tarragona,BELLISSENS,25.0,11.05,1.1,9.950000000000001,12,4,2025
2026-03-01,Endesa,Tarragona,BELLISSENS,25.0,66.14,11.05,55.09,3,1,2026
2022-04-01,Endesa,Málaga,BENALMAD,20.0,56.3,50.7,5.599999999999994,4,2,2022
2021-12-01,Endesa,Málaga,BENALMAD,66.0,149.3,107.4,41.900000000000006,12,4,2021
2022-04-01,Endesa,Málaga,BENALMAD,66.0,165.7,149.2,16.5,4,2,2022
2022-04-01,Endesa,Girona,BESCANO,132.0,212.5,136.8,75.69999999999999,4,2,2022
2025-10-01,Endesa,Girona,BESCANO,132.0,290.1,209.7,80.40000000000003,10,4,2025
2026-03-01,Endesa,Girona,BESCANO,132.0,306.07,297.99,8.079999999999984,3,1,2026
2021-09-01,Endesa,Barcelona,BESOS,110.0,227.1,209.3,17.799999999999983,9,3,2021
2022-01-01,Endesa,Barcelona,BESOS,110.0,236.3,231.0,5.300000000000011,1,1,2022
2025-10-01,Endesa,Barcelona,BESOS,110.0,261.5,236.7,24.80000000000001,10,4,2025
2022-04-01,Endesa,Barcelona,BESOS,25.0,236.2,212.6,23.599999999999994,4,2,2022
2025-10-01,Endesa,Barcelona,BESOS,66.0,22.1,0.0,22.1,10,4,2025
2025-12-01,Endesa,Sevilla,BORMUJOS,15.0,12.77,0.0,12.77,12,4,2025
2025-12-01,Endesa,Sevilla,BORMUJOS,66.0,12.77,0.0,12.77,12,4,2025
2021-11-01,Endesa,Cádiz,BORNOS,66.0,47.8,-14.5,62.3,11,4,2021
2022-02-01,Endesa,Cádiz,BORNOS,66.0,-23.3,-90.0,66.7,2,1,2022
2022-03-01,Endesa,Cádiz,BORNOS,66.0,-3.0,-23.3,20.3,3,1,2022
2022-03-01,Endesa,Cádiz,BOSQUE,20.0,-9.9,-16.7,6.799999999999999,3,1,2022
2022-04-01,Endesa,Cádiz,BOSQUE,20.0,0.0,-9.9,9.9,4,2,2022
2022-03-01,Endesa,Cádiz,BOSQUE,66.0,16.1,-10.4,26.5,3,1,2022
2022-03-01,Endesa,Málaga,BUITRERA,20.0,-3.8,-9.6,5.8,3,1,2022
2022-03-01,Endesa,Málaga,BUITRERA,66.0,10.5,4.7,5.8,3,1,2022
2022-04-01,Endesa,Girona,BUIXALLEU,132.0,108.8,58.1,50.699999999999996,4,2,2022
2025-10-01,Endesa,Girona,BUIXALLEU,132.0,121.1,107.8,13.299999999999997,10,4,2025
2022-04-01,Endesa,Girona,BUIXALLEU,25.0,55.7,50.2,5.5,4,2,2022
2026-03-01,Endesa,"Balears, Illes",BUNYOLA,15.0,21.49,11.75,9.739999999999998,3,1,2026
2022-09-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,10,4,2022
2022-11-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,11,4,2022
2022-12-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,12,4,2022
2023-01-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,1,1,2023
2023-02-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,2,1,2023
2023-03-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,3,1,2023
2023-04-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,4,2,2023
2023-05-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,5,2,2023
2023-06-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,6,2,2023
2023-07-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,7,3,2023
2023-08-01,Endesa,Barcelona,Badalona,2.24006149,110.0,25.0,85.0,8,3,2023
2022-09-01,Endesa,Barcelona,Barberà del Vallès,2.14231474,110.0,25.0,85.0,9,3,2022
2022-10-01,Endesa,Barcelona,Barberà del Vallès,2.14231474,110.0,25.0,85.0,10,4,2022
