fecha,distribuidora,provincia,municipio,subestacion,tension_kv,disponible_bruta,disponible_neta,cap_gen_ocup,cap_gen_tram,ccaa
2022-08-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2022-08-22,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2022-09-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2022-10-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2022-11-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2022-12-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-01-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-02-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-03-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-04-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-05-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-06-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-07-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-08-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-09-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-10-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-11-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2023-12-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-01-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-02-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-03-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-04-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-05-16,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-06-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-07-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-08-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-09-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-10-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-11-04,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2024-12-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-01-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-02-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-03-03,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-04-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-05-05,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-06-02,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-07-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-08-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-09-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-10-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2025-12-01,REE,,,ABADES,220,0.0,0.0,0.0,,Castilla y León
2022-08-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2022-08-22,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2022-09-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2022-10-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2022-11-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2022-12-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-01-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-02-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-03-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-04-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-05-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-06-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-07-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-08-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-09-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-10-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-11-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2023-12-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-01-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-02-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-03-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-04-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-05-16,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-06-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-07-01,REE,,,ABADES,400,0.0,-357.0,357.0,357.0,Castilla y León
2024-08-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-09-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2024-10-01,REE,,,ABADES,400,0.0,-357.0,357.0,357.0,Castilla y León
2024-11-04,REE,,,ABADES,400,0.0,-357.0,357.0,357.0,Castilla y León
2024-12-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-01-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-02-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-03-03,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-04-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-05-05,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-06-02,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-07-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-08-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-09-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-10-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2025-12-01,REE,,,ABADES,400,0.0,0.0,357.0,,Castilla y León
2022-08-01,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2022-08-22,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2022-09-01,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2022-10-03,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2022-11-02,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2022-12-01,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-01-02,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-02-01,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-03-01,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-04-03,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-05-03,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-06-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2023-07-03,REE,,,ABADIANO,220,0.0,0.0,100.0,,País Vasco
2023-08-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2023-09-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2023-10-02,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2023-11-02,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2023-12-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-01-02,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-02-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-03-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-04-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-05-16,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-06-03,REE,,,ABADIANO,220,0.0,0.0,103.0,,País Vasco
2024-07-01,REE,,,ABADIANO,220,0.0,0.0,103.0,,País Vasco
2024-08-01,REE,,,ABADIANO,220,0.0,0.0,103.0,,País Vasco
2024-09-02,REE,,,ABADIANO,220,0.0,0.0,103.0,,País Vasco
2024-10-01,REE,,,ABADIANO,220,0.0,0.0,103.0,,País Vasco
2024-11-04,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2024-12-02,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-01-02,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-02-03,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-03-03,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-04-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-05-05,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-06-02,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-07-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-08-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-09-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-10-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2025-12-01,REE,,,ABADIANO,220,0.0,0.0,102.0,,País Vasco
2022-08-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2022-08-22,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2022-09-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2022-10-03,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2022-11-02,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2022-12-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-01-02,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-02-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-03-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-04-03,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-05-03,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-06-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-07-03,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-08-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-09-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-10-02,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-11-02,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2023-12-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2024-01-02,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2024-02-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2024-03-01,REE,,,ABANILLA (EL CARCHE),400,0.0,0.0,0.0,,Región de Murcia
2024-05-16,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-06-03,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-07-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-08-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-09-02,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-10-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-11-04,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2024-12-02,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-01-02,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-02-03,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-03-03,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-04-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-05-05,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-06-02,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-07-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-08-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-09-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-10-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2025-12-01,REE,,,ABANILLAS,400,0.0,0.0,0.0,,Región de Murcia
2022-08-01,REE,,,ABANTO,400,0.0,-50.0,0.0,50.0,País Vasco
2022-08-22,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2022-09-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2022-10-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2022-11-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2022-12-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-01-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-02-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-03-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-04-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-05-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-06-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-07-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-08-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-09-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-10-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-11-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2023-12-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-01-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-02-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-03-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-04-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-05-16,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-06-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-07-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-08-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-09-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-10-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-11-04,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2024-12-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-01-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-02-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-03-03,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-04-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-05-05,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-06-02,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-07-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-08-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-09-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-10-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2025-12-01,REE,,,ABANTO,400,0.0,0.0,0.0,,País Vasco
2022-08-01,REE,,,ABEGONDO,220,0.0,-609.0,398.0,609.0,Galicia
2022-08-22,REE,,,ABEGONDO,220,0.0,-609.0,398.0,609.0,Galicia
2022-09-01,REE,,,ABEGONDO,220,0.0,-23.0,398.0,23.0,Galicia
2022-10-03,REE,,,ABEGONDO,220,0.0,-23.0,398.0,23.0,Galicia
2022-11-02,REE,,,ABEGONDO,220,0.0,-148.0,398.0,148.0,Galicia
2022-12-01,REE,,,ABEGONDO,220,0.0,-125.0,398.0,125.0,Galicia
2023-01-02,REE,,,ABEGONDO,220,0.0,-293.0,398.0,293.0,Galicia
2023-02-01,REE,,,ABEGONDO,220,0.0,-293.0,398.0,293.0,Galicia
2023-03-01,REE,,,ABEGONDO,220,0.0,-370.0,398.0,370.0,Galicia
2023-04-03,REE,,,ABEGONDO,220,50.0,-195.0,473.0,245.0,Galicia
2023-05-03,REE,,,ABEGONDO,220,50.0,-297.0,473.0,347.0,Galicia
2023-06-01,REE,,,ABEGONDO,220,50.0,-347.0,473.0,397.0,Galicia
2023-07-03,REE,,,ABEGONDO,220,50.0,-297.0,523.0,347.0,Galicia
2023-08-01,REE,,,ABEGONDO,220,50.0,-297.0,523.0,347.0,Galicia
2023-09-01,REE,,,ABEGONDO,220,50.0,-256.0,523.0,306.0,Galicia
2023-10-02,REE,,,ABEGONDO,220,50.0,-256.0,523.0,306.0,Galicia
2023-11-02,REE,,,ABEGONDO,220,0.0,-233.0,327.0,233.0,Galicia
2023-12-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-01-02,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-02-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-03-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-04-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-05-16,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-06-03,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-07-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-08-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-09-02,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-10-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-11-04,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2024-12-02,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-01-02,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-02-03,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-03-03,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-04-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-05-05,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-06-02,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-07-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-08-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-09-01,REE,,,ABEGONDO,220,0.0,-4.0,327.0,4.0,Galicia
2025-10-01,REE,,,ABEGONDO,220,0.0,-4.0,277.0,4.0,Galicia
2025-12-01,REE,,,ABEGONDO,220,0.0,-4.0,277.0,4.0,Galicia
2022-08-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2022-08-22,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2022-09-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2022-10-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2022-11-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2022-12-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-01-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-02-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-03-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-04-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-05-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-06-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-07-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-08-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-09-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-10-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-11-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2023-12-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-01-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-02-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-03-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-04-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-05-16,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-06-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-07-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-08-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-09-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-10-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-11-04,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2024-12-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-01-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-02-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-03-03,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-04-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-05-05,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-06-02,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-07-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-08-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-09-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-10-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2025-12-01,REE,,,ABEGONDO,400,0.0,0.0,0.0,,Galicia
2022-08-01,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2022-08-22,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2022-09-01,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2022-10-03,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2022-11-02,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2022-12-01,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2023-01-02,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2023-02-01,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2023-03-01,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2023-04-03,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2023-05-03,REE,,,ABONA,66,0.0,0.0,117.0,,Canarias
2023-06-01,REE,,,ABONA,66,0.0,0.0,104.0,,Canarias
2023-07-03,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2023-08-01,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2023-09-01,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2023-10-02,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2023-11-02,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2023-12-01,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2024-01-02,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2024-02-01,REE,,,ABONA,66,0.0,0.0,98.0,,Canarias
2024-03-01,REE,,,ABONA,66,0.0,0.0,111.0,,Canarias
2024-04-01,REE,,,ABONA,66,0.0,0.0,111.0,,Canarias
2024-05-16,REE,,,ABONA,66,0.0,0.0,111.0,,Canarias
2024-06-03,REE,,,ABONA,66,0.0,0.0,111.0,,Canarias
2024-07-01,REE,,,ABONA,66,0.0,0.0,111.0,,Canarias
2024-08-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2024-09-02,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2024-10-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2024-11-04,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2024-12-02,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-01-02,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-02-03,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-03-03,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-04-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-05-05,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-06-02,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-07-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-08-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-09-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-10-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2025-12-01,REE,,,ABONA,66,0.0,0.0,108.0,,Canarias
2022-08-01,REE,,,ABONA,220,0.0,0.0,144.0,,Canarias
2022-08-22,REE,,,ABONA,220,0.0,0.0,144.0,,Canarias
2022-09-01,REE,,,ABONA,220,0.0,0.0,144.0,,Canarias
2022-10-03,REE,,,ABONA,220,0.0,0.0,139.0,,Canarias
2022-11-02,REE,,,ABONA,220,0.0,0.0,139.0,,Canarias
2022-12-01,REE,,,ABONA,220,0.0,0.0,139.0,,Canarias
2023-01-02,REE,,,ABONA,220,0.0,0.0,139.0,,Canarias
2023-02-01,REE,,,ABONA,220,0.0,0.0,139.0,,Canarias
2023-03-01,REE,,,ABONA,220,0.0,0.0,139.0,,Canarias
2023-04-03,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-05-03,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-06-01,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-07-03,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-08-01,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-09-01,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-10-02,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
2023-11-02,REE,,,ABONA,220,0.0,0.0,65.0,,Canarias
