distribuidora,subestacion,tension_kv,provincia,n_eventos,mes_top,mes_top_pct,trimestre_top,tri_top_pct,avg_delta_mw,max_delta_mw,patron_claro,fechas_eventos
Endesa,Susqueda,2.57112244,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Talarn,0.90767821,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Tarragona,1.19810633,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Terrassa,2.00685913,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Terrassa,2.04764204,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Torre de Claramunt, La",1.67920066,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Tortosa,0.52561207,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vall-llobrega,3.12040923,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Valls,1.25624307,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vandellòs i l`Hospitalet de l`Infant,0.87720681,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vic,2.24914865,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vielha e Mijaran,0.79745477,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vilanova de Sau,2.4144079,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Xerta,0.48618292,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Alfarràs,0.57426297,Lleida,12,9,8.3,3,25.0,82.0,82.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Fraga,0.32181914,Huesca,12,9,8.3,3,25.0,76.0,76.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Monzón,0.14950306,Huesca,12,9,8.3,3,25.0,73.0,73.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Calonge de Segarra,1.52562668,Barcelona,12,9,8.3,3,25.0,70.0,70.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Monzón,0.17502872,Huesca,12,9,8.3,3,25.0,66.3,74.8,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Plans de Sió, Els",1.19041607,Lleida,12,9,8.3,3,25.0,64.8,64.8,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Cervera,1.29087776,Lleida,12,9,8.3,3,25.0,64.5,64.5,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Olius,1.48445487,Lleida,12,9,8.3,3,25.0,62.3,62.3,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Alcanar,0.51483172,Tarragona,12,9,8.3,3,25.0,60.0,60.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Tàrrega,1.13258216,Lleida,12,9,8.3,3,25.0,60.0,60.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Térmens,0.79370362,Lleida,12,9,8.3,3,25.0,60.0,60.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Cassà de la Selva,2.89793562,Girona,12,9,8.3,3,25.0,58.3,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Figueres,2.95775847,Girona,12,9,8.3,3,25.0,58.0,58.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Grado, El",0.23310177,Huesca,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Lleida,0.47544163,Lleida,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Rubí,2.00992574,Barcelona,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Feliu de Llobregat,2.03545689,Barcelona,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Just Desvern,2.07948546,Barcelona,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sitges,1.86543639,Barcelona,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Viladecans,2.02825206,Barcelona,12,9,8.3,3,25.0,41.0,41.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Monzón,0.19392854,Huesca,12,9,8.3,3,25.0,37.5,47.5,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Altafulla,1.37355018,Tarragona,12,9,8.3,3,25.0,35.0,35.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Monzón,0.1203266,Huesca,12,9,8.3,3,25.0,35.0,35.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Mequinenza,0.27701602,Zaragoza,12,9,8.3,3,25.0,25.0,25.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Calders,1.93503262,Barcelona,12,9,8.3,3,25.0,23.0,23.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Camprodon,2.36148045,Girona,12,9,8.3,3,25.0,20.0,20.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Joan de les Abadesses,2.28954594,Girona,12,9,8.3,3,25.0,20.0,20.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vilallonga de Ter,2.29695536,Girona,12,9,8.3,3,25.0,20.0,20.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.16924696,Barcelona,12,9,8.3,3,25.0,14.0,14.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.17992394,Barcelona,12,9,8.3,3,25.0,14.0,14.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.18223698,Barcelona,12,9,8.3,3,25.0,14.0,14.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.19273051,Barcelona,12,9,8.3,3,25.0,14.0,14.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.19935338,Barcelona,12,9,8.3,3,25.0,14.0,14.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Adrià de Besòs,2.23464663,Barcelona,12,9,8.3,3,25.0,14.0,14.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Perafort,1.24847746,Tarragona,11,9,9.1,3,27.3,83.0,83.0,False,2022-09-01|2022-10-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
REE,VALLEJERA,220.0,,11,10,18.2,2,36.4,74.8,263.0,False,2024-10-01|2025-01-02|2025-03-03|2025-04-01|2025-05-05|2025-06-02|2025-07-01|2025-08-01|2025-09-01|2025-10-01|2026-05-01
REE,CILLAMAYOR,220.0,,11,5,27.3,2,36.4,64.5,100.0,False,2024-04-01|2024-05-16|2024-09-02|2024-10-01|2024-12-02|2025-05-05|2025-07-01|2025-09-01|2025-12-01|2026-02-20|2026-05-01
iDE,MONTEBEL    132.00,132.0,ALICANTE,11,5,18.2,2,36.4,53.8,165.7,False,2024-05-29|2024-06-25|2024-08-27|2024-12-02|2025-01-30|2025-04-11|2025-10-03|2025-11-01|2025-12-01|2026-01-01|2026-05-01
REE,RICOBAYO,220.0,,10,10,20.0,3,40.0,53.0,110.0,False,2024-07-01|2024-08-01|2024-09-02|2024-10-01|2024-11-04|2025-01-02|2025-09-01|2025-10-01|2026-02-20|2026-05-01
REE,CASTRELO,220.0,,9,4,22.2,2,44.4,74.8,323.0,False,2024-01-02|2024-04-01|2024-05-16|2024-07-01|2024-09-02|2024-12-02|2025-04-01|2025-05-05|2025-12-01
REE,PUIGPELAT,220.0,,9,5,22.2,2,33.3,64.8,133.0,False,2025-04-01|2025-05-05|2025-07-01|2025-08-01|2025-09-01|2025-10-01|2025-12-01|2026-02-20|2026-05-01
REE,ELGEA,220.0,,9,3,22.2,3,33.3,63.4,130.0,False,2024-03-01|2024-06-03|2024-08-01|2024-11-04|2025-03-03|2025-05-05|2025-08-01|2025-09-01|2025-10-01
REE,LUBIAN,220.0,,9,5,22.2,2,33.3,47.0,90.0,False,2024-05-16|2024-12-02|2025-02-03|2025-06-02|2025-07-01|2025-10-01|2025-12-01|2026-02-20|2026-05-01
Endesa,VAGUADAS,66.0,Badajoz,9,12,22.2,4,44.4,35.2,78.0,False,2021-09-01|2021-11-01|2021-12-01|2022-03-01|2022-04-01|2022-05-01|2025-10-01|2025-12-01|2026-05-01
REE,GRAN TARAJAL,132.0,,9,4,22.2,2,44.4,25.6,68.0,False,2024-04-01|2024-10-01|2025-02-03|2025-04-01|2025-06-02|2025-08-01|2025-12-01|2026-02-20|2026-05-01
REE,LUDRIO,400.0,,8,1,12.5,1,37.5,230.4,1328.0,False,2024-01-02|2024-03-01|2024-09-02|2024-11-04|2025-04-01|2025-06-02|2025-12-01|2026-02-20
REE,ASTILLERO,220.0,,8,2,12.5,1,37.5,166.0,285.0,False,2024-02-01|2024-03-01|2024-04-01|2024-05-16|2024-11-04|2025-01-02|2025-06-02|2025-07-01
REE,RUBIO,220.0,,8,2,12.5,4,37.5,113.1,574.0,False,2024-02-01|2024-11-04|2025-04-01|2025-06-02|2025-07-01|2025-10-01|2025-12-01|2026-05-01
REE,ARENAS DE SAN JUAN,220.0,,8,5,25.0,2,37.5,68.8,188.0,False,2024-05-16|2024-12-02|2025-02-03|2025-06-02|2025-08-01|2025-09-01|2025-10-01|2026-05-01
REE,BARRUNDIA,220.0,,8,3,25.0,3,37.5,65.1,138.0,False,2024-03-01|2024-08-01|2024-11-04|2025-03-03|2025-05-05|2025-07-01|2025-08-01|2025-10-01
iDE,TERRAMIT    132.00,132.0,ALICANTE,8,12,25.0,2,37.5,63.8,188.2,False,2024-06-25|2024-12-02|2025-01-30|2025-04-11|2025-11-01|2025-12-01|2026-03-01|2026-05-01
Endesa,ALVARADO,66.0,Badajoz,8,5,25.0,4,37.5,41.0,70.0,False,2021-09-01|2021-11-01|2021-12-01|2022-03-01|2022-04-01|2022-05-01|2025-12-01|2026-05-01
REE,FRANQUESES,220.0,,8,2,25.0,2,37.5,36.1,62.0,False,2024-02-01|2024-05-16|2024-06-03|2024-10-01|2024-11-04|2025-05-05|2025-07-01|2026-02-20
REE,CALA BLAVA,66.0,,8,3,25.0,2,37.5,31.5,110.0,False,2024-03-01|2024-12-02|2025-03-03|2025-05-05|2025-06-02|2025-09-01|2025-12-01|2026-05-01
iDE,ST SANTURCE 30.000,30.0,VIZCAYA,8,3,25.0,4,37.5,20.2,39.5,False,2023-12-21|2024-03-22|2024-04-29|2024-05-29|2024-09-26|2025-10-01|2025-11-01|2026-03-01
iDE,ST ZAMUDIO  30.000,30.0,VIZCAYA,8,5,25.0,4,37.5,19.2,42.7,False,2023-12-21|2024-05-29|2024-08-27|2024-09-26|2025-01-30|2025-10-01|2025-11-01|2026-05-01
REE,MEZQUITA,220.0,,7,7,14.3,3,28.6,224.6,1317.0,False,2024-07-01|2024-11-04|2025-05-05|2025-09-01|2025-10-01|2026-02-20|2026-03-02
REE,BECHI,220.0,,7,6,14.3,2,28.6,138.3,264.0,False,2024-06-03|2024-08-01|2024-09-02|2024-11-04|2024-12-02|2025-03-03|2026-05-01
iDE,MAJADAHO    132.00,132.0,MADRID,7,7,14.3,3,28.6,113.4,229.4,False,2024-07-23|2024-09-26|2025-01-30|2025-04-11|2025-10-01|2025-11-01|2026-03-01
REE,MURUARTE,220.0,,7,4,14.3,2,42.9,55.4,100.0,False,2025-04-01|2025-06-02|2025-07-01|2025-08-01|2025-10-01|2025-12-01|2026-05-01
iDE,FUENCARR    132.00,132.0,MADRID,7,7,14.3,4,42.9,54.2,134.7,False,2024-07-23|2024-09-26|2024-12-02|2025-01-30|2025-10-01|2025-11-01|2026-03-01
REE,PARAMO DE POZA,220.0,,7,10,28.6,4,42.9,54.0,200.0,False,2024-02-01|2024-04-01|2024-07-01|2024-10-01|2024-12-02|2025-10-01|2026-05-01
REE,CARTUJOS,220.0,,7,5,28.6,2,42.9,37.4,100.0,False,2024-05-16|2024-09-02|2024-12-02|2025-04-01|2025-07-01|2026-02-20|2026-05-01
iDE,VPARDILL    132.00,132.0,MADRID,7,7,14.3,4,42.9,36.3,63.0,False,2024-07-23|2024-09-26|2024-12-02|2025-10-01|2025-11-01|2026-03-01|2026-05-01
iDE,GALAPAGA    132.00,132.0,MADRID,7,10,28.6,4,42.9,28.2,52.4,False,2024-07-23|2024-09-26|2024-10-29|2025-10-01|2025-11-01|2026-03-01|2026-05-01
Endesa,S_MARINA,20.0,Badajoz,7,5,28.6,4,42.9,24.7,56.0,False,2021-11-01|2022-01-01|2022-02-01|2022-05-01|2025-10-01|2025-12-01|2026-05-01
REE,INCA,66.0,,7,3,28.6,3,42.9,15.6,30.0,False,2024-03-01|2024-07-01|2024-10-01|2024-12-02|2025-08-01|2025-09-01|2026-03-02
REE,MONCAYO,220.0,,6,5,16.7,1,33.3,119.0,198.0,False,2024-05-16|2024-07-01|2024-11-04|2024-12-02|2025-01-02|2026-03-02
iDE,LA NUCIA    132.00,132.0,ALICANTE,6,1,33.3,1,33.3,83.2,203.1,False,2025-01-30|2025-04-11|2025-11-01|2025-12-01|2026-01-01|2026-05-01
REE,LOS RAMOS,220.0,,6,5,16.7,2,33.3,77.3,207.0,False,2024-05-16|2024-12-02|2025-04-01|2025-08-01|2025-09-01|2026-02-20
iDE,S.FELIPE    132.00,132.0,MADRID,6,6,16.7,3,33.3,66.6,169.9,False,2024-06-25|2024-07-23|2024-09-26|2025-01-30|2025-10-01|2025-11-01
iDE,POZUELO     132.00,132.0,MADRID,6,7,16.7,3,33.3,63.6,109.3,False,2024-07-23|2024-09-26|2025-01-30|2025-10-01|2025-11-01|2026-03-01
REE,PUJALT,220.0,,6,11,16.7,4,33.3,45.0,100.0,False,2024-11-04|2024-12-02|2025-05-05|2025-06-02|2025-07-01|2026-02-20
REE,SANTURCE,220.0,,6,12,33.3,1,33.3,44.8,107.0,False,2024-03-01|2024-12-02|2025-04-01|2025-07-01|2025-12-01|2026-02-20
REE,ROCIO,220.0,,6,8,33.3,3,33.3,34.8,42.0,False,2024-08-01|2025-01-02|2025-02-03|2025-08-01|2025-12-01|2026-05-01
REE,HOSPITALET,220.0,,6,4,16.7,2,33.3,33.3,60.0,False,2024-04-01|2024-06-03|2024-11-04|2024-12-02|2025-01-02|2025-02-03
REE,BELLICENS,220.0,,6,2,33.3,1,33.3,29.7,55.0,False,2024-02-01|2024-08-01|2024-12-02|2025-05-05|2025-12-01|2026-02-20
Endesa,VANDELLOS,110.0,Tarragona,6,8,16.7,4,33.3,29.5,73.1,False,2021-08-01|2021-11-01|2022-04-01|2022-06-01|2025-12-01|2026-03-01
REE,SON ORLANDIS,66.0,,6,8,33.3,3,33.3,25.5,50.0,False,2024-08-01|2024-12-02|2025-01-02|2025-04-01|2025-08-01|2026-03-02
REE,DIQUE DEL ESTE,66.0,,6,2,16.7,1,33.3,25.3,43.0,False,2024-02-01|2024-03-01|2024-04-01|2024-11-04|2025-08-01|2025-12-01
Endesa,TORREARE,66.0,Huelva,6,3,33.3,4,33.3,22.7,79.9,False,2021-11-01|2022-03-01|2022-05-01|2025-10-01|2026-03-01|2026-05-01
Endesa,VANDELLOS,25.0,Tarragona,6,8,16.7,2,33.3,15.1,29.2,False,2021-08-01|2022-04-01|2022-06-01|2025-12-01|2026-01-01|2026-03-01
Endesa,ROURELL,110.0,Barcelona,6,8,16.7,3,33.3,13.0,18.5,False,2021-08-01|2021-09-01|2022-06-01|2025-10-01|2025-12-01|2026-03-01
Endesa,GARRAF,110.0,Barcelona,6,8,16.7,3,33.3,12.9,18.9,False,2021-08-01|2021-09-01|2022-06-01|2025-10-01|2025-12-01|2026-03-01
REE,MACHER,66.0,,6,3,16.7,1,33.3,9.2,20.0,False,2024-03-01|2024-10-01|2025-01-02|2025-04-01|2025-06-02|2025-12-01
REE,VILLAVICIOSA,400.0,,5,7,20.0,3,40.0,206.0,444.0,False,2024-07-01|2024-08-01|2024-12-02|2025-04-01|2026-02-20
REE,MINGLANILLA,400.0,,5,11,20.0,4,40.0,123.2,300.0,False,2024-11-04|2025-02-03|2025-04-01|2025-08-01|2025-12-01
iDE,ESTRELLA    132.00,132.0,MADRID,5,5,20.0,2,40.0,92.4,202.3,False,2024-05-29|2024-06-25|2024-09-26|2025-10-01|2025-11-01
iDE,CALPE       132.00,132.0,ALICANTE,5,11,40.0,2,40.0,85.7,215.7,False,2024-06-25|2024-11-15|2025-01-30|2025-04-11|2025-11-01
iDE,VILLAMTE    132.00,132.0,VALENCIA,5,12,20.0,4,40.0,77.2,174.2,False,2024-12-02|2025-02-26|2025-04-11|2025-11-01|2026-05-01
iDE,VERGEL      132.00,132.0,ALICANTE,5,5,20.0,1,40.0,72.1,158.5,False,2024-05-29|2024-07-23|2025-01-30|2025-11-01|2026-03-01
iDE,L.ROZAS     132.00,132.0,MADRID,5,7,20.0,3,40.0,69.2,109.2,False,2024-07-23|2024-09-26|2025-01-30|2025-10-01|2025-11-01
REE,PUERTO DE SANTA MARIA,220.0,,5,3,20.0,1,40.0,55.6,61.0,False,2024-03-01|2024-08-01|2025-06-02|2025-10-01|2026-02-20
REE,SAN MARTIN BALEARES,66.0,,5,6,20.0,2,40.0,46.4,77.0,False,2024-06-03|2024-09-02|2024-10-01|2025-04-01|2025-12-01
REE,LA SOLANA,220.0,,5,11,20.0,2,40.0,44.4,93.0,False,2024-11-04|2025-03-03|2025-04-01|2025-06-02|2025-09-01
REE,AVE ZARAGOZA,220.0,,5,4,20.0,2,40.0,41.2,87.0,False,2024-04-01|2024-05-16|2024-12-02|2025-03-03|2025-08-01
iDE,VILLAVDE    132.00,132.0,MADRID,5,5,20.0,2,40.0,41.1,74.0,False,2024-05-29|2025-04-11|2025-10-01|2025-11-01|2026-03-01
Endesa,CASILLAS,66.0,Córdoba,5,10,40.0,4,40.0,38.9,62.1,False,2021-09-01|2021-10-01|2022-03-01|2022-04-01|2025-10-01
REE,CAN JARDI,220.0,,5,2,20.0,3,40.0,37.4,77.0,False,2024-02-01|2024-08-01|2024-12-02|2025-04-01|2025-09-01
iDE,VRREAL.S    132.00,132.0,CASTELLÓN,5,1,40.0,4,40.0,36.2,93.1,False,2024-06-25|2024-10-29|2025-01-30|2025-11-01|2026-01-01
Endesa,CAMBRILS,110.0,Tarragona,5,10,20.0,4,40.0,33.9,52.2,False,2021-10-01|2022-04-01|2022-06-01|2025-12-01|2026-03-01
Endesa,CAMBRILS,25.0,Tarragona,5,11,20.0,4,40.0,32.5,46.7,False,2021-11-01|2022-04-01|2022-06-01|2025-12-01|2026-03-01
iDE,ST HERNANI  30.000,30.0,GUIPÚZCOA,5,4,20.0,2,40.0,32.1,39.8,False,2024-04-29|2024-08-27|2025-10-01|2025-11-01|2026-05-01
iDE,"ST,STR ALI B30.000",30.0,ÁLAVA,5,3,20.0,1,40.0,31.6,58.4,False,2024-03-22|2024-08-27|2025-01-30|2025-10-01|2025-11-01
Endesa,NEVERO,20.0,Badajoz,5,5,40.0,2,40.0,26.7,56.9,False,2022-03-01|2022-05-01|2025-10-01|2025-12-01|2026-05-01
Endesa,MAGALLON,66.0,Zaragoza,5,11,20.0,4,40.0,24.7,41.6,False,2021-11-01|2022-04-01|2022-05-01|2025-10-01|2026-03-01
UFD,LOS ARENALES,45.0,MADRID,5,2,40.0,1,40.0,23.2,34.0,False,2022-02-27|2023-07-10|2024-09-25|2026-02-01|2026-05-01
Endesa,LA_LOTETA,66.0,Zaragoza,5,11,20.0,4,40.0,20.5,30.0,False,2021-11-01|2022-04-01|2022-05-01|2025-10-01|2026-03-01
iDE,BRIONES T1,66.0,LA RIOJA,5,10,40.0,4,40.0,19.6,26.7,False,2024-07-23|2024-10-29|2025-01-30|2025-10-01|2026-03-01
iDE,BRIONES T2,66.0,LA RIOJA,5,10,40.0,4,40.0,19.6,26.7,False,2024-07-23|2024-10-29|2025-01-30|2025-10-01|2026-03-01
iDE,RAMBLETA    132.00,132.0,CASTELLÓN,5,6,20.0,2,40.0,19.4,34.6,False,2024-06-25|2024-08-27|2025-04-11|2025-10-01|2025-11-01
REE,GRANADILLA,66.0,,5,12,40.0,4,40.0,16.8,23.0,False,2024-12-02|2025-05-05|2025-07-01|2025-09-01|2025-12-01
iDE,SDOMING T1,66.0,LA RIOJA,5,10,40.0,4,40.0,16.7,22.3,False,2024-07-23|2024-10-29|2025-01-30|2025-10-01|2026-03-01
iDE,SDOMING T2,66.0,LA RIOJA,5,10,40.0,4,40.0,16.7,22.3,False,2024-07-23|2024-10-29|2025-01-30|2025-10-01|2026-03-01
iDE,SANJOSE T1,66.0,LA RIOJA,5,10,40.0,4,40.0,16.3,17.7,False,2024-07-23|2024-10-29|2025-01-30|2025-10-01|2026-03-01
iDE,SANJOSE T2,66.0,LA RIOJA,5,10,40.0,4,40.0,16.3,17.7,False,2024-07-23|2024-10-29|2025-01-30|2025-10-01|2026-03-01
iDE,MONTEBEL T1,20.0,ALICANTE,5,4,20.0,2,40.0,14.7,25.6,False,2024-04-29|2024-06-25|2024-09-26|2025-10-01|2025-11-01
